order_id,customer_id,order_date,delivery_date,product_category,order_value,payment_method,customer_segment,country,account_age_days,total_orders_lifetime,delivery_days,has_return,return_reason,days_to_return,refund_amount,refund_frequency_30d,is_fraud,fraud_type
ORD_0022225,CUST_01674,2022-01-27,2022-01-29,home,73.8,apple_pay,budget,DE,1048,11,2,0,,,0.0,0,0,
ORD_0024382,CUST_01517,2022-07-22,2022-08-01,clothing,79.08,debit_card,budget,DE,2001,20,10,0,,,0.0,1,0,
ORD_0034856,CUST_00381,2024-10-01,2024-10-12,beauty,28.63,credit_card,regular,AU,2812,9,11,0,,,0.0,0,0,
ORD_0048578,CUST_00078,2022-08-12,2022-08-19,sports,43.61,debit_card,regular,US,248,10,7,1,gift_return,23.0,29.16,1,0,
ORD_0038537,CUST_00045,2022-08-25,2022-08-27,beauty,44.89,debit_card,regular,CA,1754,15,2,0,,,0.0,1,0,
ORD_0031756,CUST_00812,2022-11-11,2022-11-13,books,29.55,credit_card,regular,US,3148,17,2,0,,,0.0,1,0,
ORD_0007754,CUST_01244,2022-06-22,2022-07-01,electronics,309.79,credit_card,regular,US,3151,14,9,1,gift_return,26.0,259.5,0,0,
ORD_0046639,CUST_00396,2023-03-28,2023-04-02,sports,30.14,credit_card,budget,FR,2152,5,5,0,,,0.0,0,0,
ORD_0043835,CUST_00338,2022-05-17,2022-05-22,sports,98.29,apple_pay,budget,US,2013,10,5,0,,,0.0,0,0,
ORD_0026236,CUST_01562,2024-04-18,2024-04-19,beauty,47.28,credit_card,budget,UK,394,13,1,1,wrong_size,16.0,43.91,0,0,
ORD_0044230,CUST_01908,2023-10-01,2023-10-13,clothing,76.01,apple_pay,vip,US,2270,17,12,0,,,0.0,1,0,
ORD_0049597,CUST_00634,2022-04-22,2022-04-28,beauty,73.33,paypal,regular,US,3281,9,6,1,changed_mind,14.0,64.62,1,0,
ORD_0018553,CUST_00839,2024-06-19,2024-06-23,electronics,73.84,credit_card,regular,US,849,8,4,0,,,0.0,0,0,
ORD_0043137,CUST_00011,2023-09-04,2023-09-17,clothing,63.25,paypal,budget,IN,1148,10,13,1,wrong_size,27.0,35.31,2,0,
ORD_0036673,CUST_00357,2022-06-05,2022-06-07,electronics,789.27,apple_pay,budget,US,1483,11,2,0,,,0.0,1,0,
ORD_0043650,CUST_01115,2022-11-23,2022-12-01,beauty,14.47,apple_pay,budget,IN,916,20,8,1,wrong_size,9.0,7.36,0,0,
ORD_0003941,CUST_01337,2024-09-16,2024-09-24,books,16.88,credit_card,budget,US,411,9,8,1,defective,10.0,14.4,1,0,
ORD_0031497,CUST_00889,2022-06-05,2022-06-08,beauty,31.13,debit_card,premium,IN,2392,16,3,0,,,0.0,0,0,
ORD_0026594,CUST_01787,2022-06-24,2022-07-07,clothing,23.74,debit_card,budget,US,2738,11,13,0,,,0.0,1,0,
ORD_0023922,CUST_01343,2023-03-06,2023-03-17,sports,41.59,debit_card,regular,AU,1978,12,11,1,wrong_size,16.0,37.96,0,0,
ORD_0026403,CUST_00459,2024-10-19,2024-10-31,electronics,244.98,debit_card,budget,UK,1879,10,12,0,,,0.0,0,0,
ORD_0045943,CUST_00235,2022-12-24,2023-01-06,home,59.87,crypto,regular,US,2461,10,13,1,defective,27.0,52.31,0,0,
ORD_0048526,CUST_01916,2024-06-05,2024-06-16,electronics,132.91,apple_pay,budget,US,1876,16,11,0,,,0.0,0,0,
ORD_0018316,CUST_00904,2024-05-08,2024-05-15,electronics,177.42,paypal,premium,US,221,18,7,1,defective,20.0,155.49,0,0,
ORD_0036894,CUST_00733,2023-05-29,2023-06-11,electronics,164.47,credit_card,budget,AU,1118,7,13,0,,,0.0,2,0,
ORD_0026696,CUST_01836,2023-11-06,2023-11-10,sports,53.23,credit_card,vip,US,2485,12,4,0,,,0.0,1,0,
ORD_0042128,CUST_01865,2022-03-27,2022-04-07,electronics,120.59,credit_card,regular,US,65,8,11,0,,,0.0,0,0,
ORD_0014171,CUST_01273,2024-12-28,2024-12-30,clothing,33.69,credit_card,budget,US,456,15,2,0,,,0.0,0,0,
ORD_0003733,CUST_01275,2024-09-18,2024-09-19,clothing,14.18,crypto,budget,US,2925,9,1,0,,,0.0,0,0,
ORD_0007882,CUST_00580,2024-04-19,2024-04-24,electronics,28.45,paypal,budget,IN,3179,4,5,0,,,0.0,2,0,
ORD_0006017,CUST_01928,2024-03-14,2024-03-20,clothing,123.32,debit_card,premium,US,2050,11,6,0,,,0.0,0,0,
ORD_0023030,CUST_00852,2023-08-16,2023-08-20,sports,51.61,credit_card,regular,US,1139,5,4,0,,,0.0,0,0,
ORD_0035474,CUST_00356,2024-08-11,2024-08-15,beauty,27.34,paypal,budget,UK,368,14,4,0,,,0.0,0,0,
ORD_0049686,CUST_00937,2023-01-23,2023-01-24,sports,97.25,credit_card,regular,CA,1852,15,1,0,,,0.0,0,0,
ORD_0004818,CUST_01276,2024-03-23,2024-04-04,sports,134.16,paypal,regular,US,966,11,12,1,wrong_size,20.0,85.29,0,0,
ORD_0041694,CUST_01170,2023-04-23,2023-05-05,clothing,31.02,paypal,regular,FR,1020,11,12,1,wrong_size,23.0,19.94,0,0,
ORD_0012008,CUST_01032,2024-03-31,2024-04-08,clothing,29.3,credit_card,budget,US,2333,9,8,0,,,0.0,0,0,
ORD_0041328,CUST_01642,2024-04-10,2024-04-13,beauty,35.67,debit_card,budget,DE,1296,17,3,0,,,0.0,1,0,
ORD_0009507,CUST_01324,2024-03-08,2024-03-17,beauty,43.09,credit_card,premium,US,592,9,9,1,defective,22.0,22.59,2,0,
ORD_0044799,CUST_00073,2022-10-17,2022-10-29,clothing,63.67,credit_card,regular,US,740,18,12,1,not_as_described,9.0,61.78,3,0,
ORD_0034063,CUST_01375,2022-09-17,2022-09-30,books,25.58,paypal,regular,IN,3528,12,13,0,,,0.0,2,0,
ORD_0027475,CUST_01249,2023-10-01,2023-10-10,clothing,88.63,paypal,budget,IN,2124,16,9,1,changed_mind,17.0,80.43,0,0,
ORD_0031144,CUST_00115,2024-09-19,2024-10-02,books,11.39,credit_card,vip,DE,2899,13,13,1,changed_mind,6.0,9.19,1,0,
ORD_0021236,CUST_00994,2022-12-09,2022-12-17,electronics,185.7,debit_card,regular,US,3445,11,8,1,defective,21.0,137.55,2,0,
ORD_0001391,CUST_00647,2024-04-19,2024-04-22,books,14.6,debit_card,regular,DE,3149,11,3,0,,,0.0,0,0,
ORD_0038250,CUST_00656,2022-05-24,2022-06-06,clothing,18.96,crypto,regular,AU,1328,13,13,0,,,0.0,2,0,
ORD_0037625,CUST_00889,2022-02-28,2022-03-04,sports,94.92,paypal,premium,IN,2392,16,4,1,gift_return,7.0,87.84,0,0,
ORD_0042029,CUST_01843,2023-08-28,2023-09-09,electronics,321.84,credit_card,premium,DE,1830,13,12,0,,,0.0,0,0,
ORD_0020835,CUST_00167,2023-04-08,2023-04-09,sports,72.43,credit_card,regular,US,3566,9,1,0,,,0.0,2,0,
ORD_0014758,CUST_00773,2023-12-07,2023-12-09,clothing,26.27,debit_card,regular,IN,2234,10,2,0,,,0.0,1,0,
ORD_0026397,CUST_01594,2024-07-14,2024-07-19,electronics,165.84,credit_card,regular,US,3358,13,5,0,,,0.0,1,0,
ORD_0006809,CUST_01318,2023-05-27,2023-05-30,clothing,16.16,credit_card,regular,US,2082,14,3,0,,,0.0,0,0,
ORD_0009226,CUST_01692,2023-07-26,2023-07-29,sports,52.37,crypto,premium,AU,2926,11,3,0,,,0.0,0,0,
ORD_0048395,CUST_01304,2024-04-04,2024-04-07,sports,66.67,paypal,premium,IN,706,11,3,0,,,0.0,0,0,
ORD_0005396,CUST_01358,2022-06-28,2022-07-08,clothing,29.34,debit_card,budget,US,185,7,10,0,,,0.0,1,0,
ORD_0006944,CUST_00573,2022-08-09,2022-08-20,home,38.66,credit_card,premium,US,1608,16,11,1,changed_mind,6.0,33.91,0,0,
ORD_0023871,CUST_00307,2023-09-19,2023-09-26,sports,168.71,debit_card,regular,IN,1923,13,7,1,gift_return,11.0,162.62,0,0,
ORD_0032493,CUST_00541,2023-03-08,2023-03-14,home,149.92,credit_card,vip,DE,1980,13,6,0,,,0.0,0,0,
ORD_0036346,CUST_01664,2023-06-02,2023-06-05,electronics,79.56,credit_card,regular,FR,795,12,3,0,,,0.0,1,0,
ORD_0010756,CUST_01299,2024-07-27,2024-07-28,electronics,64.35,credit_card,premium,FR,2578,13,1,1,defective,18.0,46.46,0,0,
ORD_0012302,CUST_00279,2024-07-19,2024-07-27,electronics,416.28,apple_pay,premium,US,529,10,8,0,,,0.0,0,0,
ORD_0048387,CUST_00662,2022-12-24,2022-12-27,clothing,533.66,debit_card,vip,US,1514,18,3,0,,,0.0,0,0,
ORD_0042746,CUST_00003,2024-01-10,2024-01-15,home,307.19,apple_pay,regular,AU,3425,16,5,0,,,0.0,1,0,
ORD_0029090,CUST_01876,2023-11-15,2023-11-19,electronics,999.07,debit_card,regular,US,597,11,4,0,,,0.0,0,0,
ORD_0044713,CUST_00615,2024-05-17,2024-05-23,home,30.3,apple_pay,budget,US,2054,7,6,1,defective,9.0,15.18,0,0,
ORD_0014344,CUST_00625,2023-11-15,2023-11-28,beauty,36.83,debit_card,vip,CA,1319,12,13,0,,,0.0,0,0,
ORD_0038173,CUST_01880,2022-10-07,2022-10-20,beauty,19.43,credit_card,budget,DE,2675,12,13,1,wrong_size,11.0,16.37,0,0,
ORD_0005072,CUST_00014,2024-10-18,2024-10-23,books,8.47,paypal,vip,US,2249,5,5,0,,,0.0,0,0,
ORD_0024122,CUST_00925,2022-07-14,2022-07-27,books,15.44,credit_card,budget,US,1097,9,13,0,,,0.0,0,0,
ORD_0048810,CUST_00839,2022-04-18,2022-04-28,clothing,87.9,credit_card,regular,US,849,8,10,0,,,0.0,0,0,
ORD_0017821,CUST_00236,2024-05-22,2024-06-02,electronics,396.09,credit_card,budget,US,3534,8,11,0,,,0.0,0,0,
ORD_0001123,CUST_01411,2022-08-13,2022-08-17,clothing,48.1,credit_card,vip,AU,3200,12,4,0,,,0.0,0,0,
ORD_0011265,CUST_01218,2022-08-29,2022-09-06,electronics,392.36,debit_card,budget,US,3507,17,8,0,,,0.0,0,0,
ORD_0030580,CUST_01705,2024-06-13,2024-06-14,sports,32.45,debit_card,premium,US,2583,13,1,0,,,0.0,0,0,
ORD_0045465,CUST_01484,2022-10-13,2022-10-20,books,28.97,paypal,premium,US,3030,13,7,0,,,0.0,0,0,
ORD_0048217,CUST_00638,2022-09-18,2022-09-26,home,170.07,paypal,premium,DE,1543,12,8,0,,,0.0,0,0,
ORD_0043045,CUST_01633,2023-11-03,2023-11-09,electronics,891.02,credit_card,premium,US,1881,11,6,0,,,0.0,0,0,
ORD_0015657,CUST_00735,2024-03-14,2024-03-26,electronics,35.51,debit_card,regular,US,3506,11,12,1,wrong_size,15.0,27.02,1,0,
ORD_0001901,CUST_00443,2023-11-22,2023-11-29,beauty,42.82,crypto,regular,UK,176,10,7,0,,,0.0,0,0,
ORD_0000148,CUST_00630,2023-01-26,2023-02-06,clothing,99.19,credit_card,premium,US,594,12,11,0,,,0.0,1,0,
ORD_0029643,CUST_00970,2024-06-04,2024-06-17,home,137.17,debit_card,regular,DE,1409,17,13,0,,,0.0,0,0,
ORD_0003212,CUST_00233,2023-09-07,2023-09-11,home,107.68,debit_card,regular,AU,2281,14,4,1,defective,25.0,82.15,0,0,
ORD_0043851,CUST_01646,2023-03-19,2023-03-26,electronics,542.82,paypal,budget,US,1044,17,7,1,defective,4.0,348.72,1,0,
ORD_0002355,CUST_00813,2024-02-12,2024-02-13,home,188.98,debit_card,vip,CA,1033,13,1,1,changed_mind,21.0,180.77,2,0,
ORD_0031521,CUST_00658,2024-05-02,2024-05-06,sports,39.81,debit_card,premium,DE,2513,19,4,0,,,0.0,0,0,
ORD_0042584,CUST_01951,2024-01-06,2024-01-15,sports,121.16,apple_pay,budget,US,2666,8,9,0,,,0.0,2,0,
ORD_0043338,CUST_01148,2022-04-04,2022-04-17,clothing,26.69,credit_card,premium,CA,50,20,13,0,,,0.0,1,0,
ORD_0045285,CUST_00623,2024-06-16,2024-06-26,clothing,33.16,credit_card,premium,UK,1410,11,10,1,changed_mind,27.0,16.64,0,0,
ORD_0046957,CUST_01351,2024-09-16,2024-09-26,beauty,26.21,debit_card,premium,UK,3081,9,10,0,,,0.0,2,0,
ORD_0048791,CUST_01428,2023-01-06,2023-01-19,sports,64.42,paypal,budget,UK,1976,18,13,0,,,0.0,0,0,
ORD_0036586,CUST_00016,2023-08-29,2023-09-02,beauty,54.96,paypal,vip,AU,2450,9,4,0,,,0.0,1,0,
ORD_0010466,CUST_01278,2022-06-07,2022-06-17,beauty,33.73,debit_card,budget,FR,869,11,10,0,,,0.0,0,0,
ORD_0007822,CUST_00999,2022-01-06,2022-01-15,sports,89.33,paypal,regular,FR,3069,11,9,1,gift_return,3.0,60.41,1,0,
ORD_0007206,CUST_01155,2022-10-19,2022-10-27,clothing,47.85,apple_pay,regular,US,800,11,8,0,,,0.0,0,0,
ORD_0006414,CUST_00474,2022-08-28,2022-09-03,home,73.05,credit_card,vip,UK,16,17,6,0,,,0.0,0,0,
ORD_0034047,CUST_01462,2022-06-17,2022-06-18,electronics,216.69,debit_card,premium,IN,2971,10,1,1,gift_return,29.0,205.18,3,0,
ORD_0012729,CUST_00188,2022-02-13,2022-02-23,electronics,100.16,credit_card,premium,UK,3558,10,10,0,,,0.0,0,0,
ORD_0006926,CUST_00674,2023-08-25,2023-08-27,beauty,30.99,credit_card,budget,CA,3276,12,2,0,,,0.0,0,0,
ORD_0027996,CUST_01295,2024-12-27,2024-12-30,sports,59.72,paypal,regular,US,2344,11,3,0,,,0.0,0,0,
ORD_0037613,CUST_00533,2023-12-24,2023-12-25,books,20.35,apple_pay,budget,IN,2425,11,1,0,,,0.0,1,0,
ORD_0039484,CUST_00355,2023-12-01,2023-12-12,clothing,96.65,debit_card,premium,DE,3123,9,11,0,,,0.0,0,0,
ORD_0003017,CUST_01396,2024-02-20,2024-02-27,electronics,108.8,apple_pay,premium,US,3258,8,7,1,gift_return,29.0,83.39,0,0,
ORD_0001641,CUST_01775,2024-03-06,2024-03-15,beauty,30.25,apple_pay,regular,FR,1869,10,9,0,,,0.0,1,0,
ORD_0008884,CUST_00528,2022-07-19,2022-07-27,beauty,20.35,paypal,budget,IN,2202,11,8,1,not_as_described,12.0,18.63,0,0,
ORD_0037602,CUST_01828,2024-01-11,2024-01-14,clothing,144.13,credit_card,budget,US,2803,11,3,0,,,0.0,2,0,
ORD_0012970,CUST_01038,2024-01-19,2024-01-23,beauty,28.37,credit_card,regular,US,1733,9,4,0,,,0.0,0,0,
ORD_0023464,CUST_00070,2024-03-14,2024-03-21,clothing,20.97,debit_card,budget,IN,2560,12,7,0,,,0.0,0,0,
ORD_0015758,CUST_00794,2023-03-03,2023-03-07,clothing,25.79,credit_card,regular,IN,2626,10,4,0,,,0.0,0,0,
ORD_0044077,CUST_01800,2022-10-27,2022-11-06,sports,42.68,credit_card,premium,IN,52,14,10,0,,,0.0,0,0,
ORD_0004087,CUST_00992,2023-06-19,2023-06-28,electronics,187.63,credit_card,regular,AU,2465,17,9,0,,,0.0,2,0,
ORD_0000509,CUST_01656,2024-07-30,2024-08-09,clothing,16.25,credit_card,budget,UK,2566,13,10,0,,,0.0,0,0,
ORD_0006355,CUST_01163,2024-05-17,2024-05-20,electronics,89.82,credit_card,budget,US,3616,12,3,0,,,0.0,1,0,
ORD_0029645,CUST_00773,2023-10-25,2023-10-28,sports,20.68,credit_card,regular,IN,2234,10,3,0,,,0.0,0,0,
ORD_0020816,CUST_00726,2023-02-21,2023-03-03,home,53.83,paypal,regular,US,1406,9,10,0,,,0.0,0,0,
ORD_0006235,CUST_01924,2023-02-27,2023-03-05,sports,100.89,debit_card,regular,DE,3429,14,6,1,wrong_size,18.0,82.27,0,0,
ORD_0031990,CUST_01027,2022-04-23,2022-04-24,electronics,86.19,debit_card,budget,UK,1817,5,1,1,not_as_described,20.0,72.59,2,0,
ORD_0012996,CUST_00182,2022-08-18,2022-08-27,clothing,101.56,credit_card,vip,IN,1139,14,9,0,,,0.0,0,0,
ORD_0042502,CUST_01217,2023-10-05,2023-10-06,books,25.15,paypal,regular,AU,3188,15,1,0,,,0.0,0,0,
ORD_0038921,CUST_01111,2022-02-17,2022-02-20,clothing,71.43,credit_card,vip,IN,3339,12,3,1,gift_return,11.0,38.27,0,0,
ORD_0000263,CUST_00081,2024-11-12,2024-11-24,clothing,71.51,credit_card,premium,FR,3248,16,12,0,,,0.0,0,0,
ORD_0007892,CUST_00491,2023-06-09,2023-06-17,electronics,139.32,paypal,regular,US,725,20,8,1,changed_mind,10.0,125.46,1,0,
ORD_0010528,CUST_01796,2023-06-19,2023-06-24,beauty,21.54,paypal,budget,CA,1807,13,5,0,,,0.0,0,0,
ORD_0018601,CUST_01713,2024-01-29,2024-02-03,home,72.33,debit_card,premium,US,3414,13,5,0,,,0.0,0,0,
ORD_0024115,CUST_01491,2024-12-16,2024-12-26,home,227.02,credit_card,premium,US,1447,9,10,0,,,0.0,0,0,
ORD_0033499,CUST_01550,2022-01-06,2022-01-09,sports,72.81,apple_pay,vip,US,2978,11,3,0,,,0.0,0,0,
ORD_0013472,CUST_01405,2024-06-25,2024-07-04,home,100.56,apple_pay,vip,AU,2975,18,9,1,gift_return,18.0,69.68,0,0,
ORD_0031726,CUST_01826,2023-01-23,2023-02-04,clothing,66.04,credit_card,regular,IN,450,12,12,0,,,0.0,0,0,
ORD_0023691,CUST_00653,2022-05-23,2022-05-25,clothing,58.25,credit_card,regular,CA,3517,18,2,0,,,0.0,0,0,
ORD_0010558,CUST_00383,2024-09-19,2024-09-22,clothing,47.15,apple_pay,premium,IN,3539,7,3,0,,,0.0,1,0,
ORD_0006557,CUST_00995,2022-08-31,2022-09-11,beauty,37.99,apple_pay,regular,DE,628,12,11,1,gift_return,25.0,33.88,0,0,
ORD_0045578,CUST_01369,2023-06-15,2023-06-27,electronics,73.02,debit_card,regular,CA,3040,6,12,1,gift_return,24.0,62.54,2,0,
ORD_0041504,CUST_00359,2022-04-03,2022-04-12,electronics,485.63,debit_card,budget,US,616,18,9,1,defective,21.0,441.25,2,0,
ORD_0027873,CUST_01733,2024-05-16,2024-05-21,beauty,25.44,debit_card,regular,UK,454,14,5,1,defective,25.0,24.62,1,0,
ORD_0010811,CUST_00116,2024-12-08,2024-12-12,electronics,74.75,credit_card,budget,US,2886,16,4,1,not_as_described,27.0,46.57,1,0,
ORD_0038215,CUST_01016,2022-04-20,2022-04-24,beauty,53.0,paypal,premium,AU,2664,12,4,1,gift_return,28.0,41.27,0,0,
ORD_0011731,CUST_01770,2024-09-23,2024-09-29,beauty,122.67,debit_card,premium,US,84,8,6,0,,,0.0,0,0,
ORD_0027439,CUST_00697,2022-07-04,2022-07-13,electronics,360.75,debit_card,premium,US,777,9,9,0,,,0.0,3,0,
ORD_0021780,CUST_00983,2024-04-02,2024-04-13,home,67.77,paypal,regular,DE,3,21,11,0,,,0.0,0,0,
ORD_0034080,CUST_00772,2024-07-04,2024-07-11,clothing,82.32,debit_card,budget,FR,2787,11,7,0,,,0.0,0,0,
ORD_0022916,CUST_00342,2024-06-13,2024-06-15,books,23.26,credit_card,premium,US,504,13,2,0,,,0.0,1,0,
ORD_0008086,CUST_01579,2024-08-04,2024-08-09,beauty,31.02,debit_card,regular,US,2016,16,5,0,,,0.0,0,0,
ORD_0043468,CUST_00302,2022-01-08,2022-01-12,sports,16.26,debit_card,budget,FR,820,18,4,0,,,0.0,0,0,
ORD_0014710,CUST_00566,2022-11-24,2022-12-02,home,98.43,credit_card,budget,UK,3397,14,8,0,,,0.0,1,0,
ORD_0015467,CUST_01892,2022-05-21,2022-06-02,clothing,80.59,paypal,budget,UK,2632,9,12,0,,,0.0,0,0,
ORD_0037173,CUST_00438,2023-06-14,2023-06-21,clothing,59.37,credit_card,regular,UK,950,7,7,1,wrong_size,11.0,43.53,0,0,
ORD_0028749,CUST_00858,2023-11-26,2023-12-08,electronics,29.76,credit_card,regular,IN,3488,16,12,1,gift_return,27.0,17.72,0,0,
ORD_0003105,CUST_01242,2022-03-25,2022-03-31,clothing,64.19,apple_pay,regular,DE,336,13,6,0,,,0.0,0,0,
ORD_0000709,CUST_01133,2024-09-25,2024-10-04,beauty,53.02,debit_card,regular,UK,1127,11,9,0,,,0.0,0,0,
ORD_0038386,CUST_01430,2024-01-30,2024-02-10,beauty,37.27,apple_pay,regular,AU,1140,8,11,1,gift_return,17.0,30.42,2,0,
ORD_0023445,CUST_01130,2023-11-30,2023-12-08,clothing,88.97,debit_card,vip,UK,2258,9,8,0,,,0.0,0,0,
ORD_0026511,CUST_00872,2022-10-11,2022-10-14,clothing,34.94,apple_pay,regular,DE,975,7,3,0,,,0.0,0,0,
ORD_0008467,CUST_00681,2024-03-27,2024-04-01,clothing,63.38,debit_card,regular,DE,2850,10,5,0,,,0.0,0,0,
ORD_0006231,CUST_01397,2024-09-16,2024-09-20,electronics,205.47,paypal,regular,UK,2907,8,4,0,,,0.0,0,0,
ORD_0046359,CUST_00710,2024-10-06,2024-10-10,clothing,17.63,debit_card,budget,AU,1746,18,4,0,,,0.0,0,0,
ORD_0039358,CUST_00095,2023-12-04,2023-12-15,sports,94.4,credit_card,budget,US,3454,12,11,1,wrong_size,14.0,58.9,1,0,
ORD_0016387,CUST_00490,2023-05-21,2023-05-25,home,39.59,paypal,premium,AU,571,19,4,0,,,0.0,0,0,
ORD_0034166,CUST_00439,2023-02-06,2023-02-16,electronics,148.95,apple_pay,premium,US,1905,10,10,0,,,0.0,1,0,
ORD_0004169,CUST_00580,2024-10-25,2024-10-27,home,209.73,credit_card,budget,IN,3179,4,2,0,,,0.0,0,0,
ORD_0005804,CUST_01605,2024-03-04,2024-03-11,sports,70.04,paypal,budget,DE,2376,12,7,0,,,0.0,0,0,
ORD_0012754,CUST_00179,2022-03-16,2022-03-21,books,18.29,crypto,budget,US,111,17,5,1,changed_mind,28.0,11.01,0,0,
ORD_0002190,CUST_01664,2023-05-12,2023-05-21,clothing,67.91,apple_pay,regular,FR,795,12,9,0,,,0.0,3,0,
ORD_0012188,CUST_00768,2023-10-25,2023-10-31,clothing,46.96,credit_card,regular,US,943,14,6,0,,,0.0,0,0,
ORD_0031728,CUST_01845,2024-06-22,2024-06-23,beauty,28.96,paypal,regular,UK,627,9,1,1,wrong_size,28.0,17.4,0,0,
ORD_0019246,CUST_00536,2024-11-11,2024-11-20,home,75.96,credit_card,premium,US,3286,10,9,0,,,0.0,0,0,
ORD_0037867,CUST_00794,2022-12-03,2022-12-09,electronics,187.59,paypal,regular,IN,2626,10,6,0,,,0.0,1,0,
ORD_0043515,CUST_00353,2022-07-02,2022-07-04,electronics,43.63,credit_card,regular,AU,246,11,2,0,,,0.0,1,0,
ORD_0008719,CUST_01642,2024-12-30,2025-01-08,beauty,33.52,credit_card,budget,DE,1296,17,9,1,not_as_described,13.0,32.53,3,0,
ORD_0028825,CUST_00723,2022-02-03,2022-02-04,books,25.86,credit_card,premium,IN,2523,6,1,1,defective,12.0,25.4,0,0,
ORD_0024469,CUST_01362,2023-08-19,2023-08-31,electronics,230.54,apple_pay,regular,US,2810,12,12,0,,,0.0,0,0,
ORD_0048253,CUST_01076,2023-10-22,2023-10-23,clothing,104.02,debit_card,budget,US,182,8,1,0,,,0.0,0,0,
ORD_0007202,CUST_00720,2022-09-15,2022-09-26,beauty,34.7,credit_card,vip,US,1071,12,11,0,,,0.0,0,0,
ORD_0009283,CUST_01078,2022-02-14,2022-02-19,sports,118.71,debit_card,regular,CA,511,11,5,1,changed_mind,15.0,70.58,1,0,
ORD_0026821,CUST_00439,2023-03-30,2023-04-05,electronics,65.55,paypal,premium,US,1905,10,6,0,,,0.0,1,0,
ORD_0027374,CUST_01075,2023-08-09,2023-08-21,clothing,28.59,credit_card,regular,DE,832,19,12,0,,,0.0,1,0,
ORD_0022493,CUST_00189,2022-06-05,2022-06-07,clothing,67.17,credit_card,premium,CA,2420,13,2,0,,,0.0,2,0,
ORD_0045638,CUST_00723,2023-05-03,2023-05-08,clothing,116.76,apple_pay,premium,IN,2523,6,5,0,,,0.0,0,0,
ORD_0045880,CUST_00218,2023-02-16,2023-02-19,electronics,145.74,credit_card,budget,CA,568,11,3,0,,,0.0,0,0,
ORD_0029340,CUST_00790,2023-12-12,2023-12-22,home,44.7,credit_card,premium,US,408,20,10,1,changed_mind,8.0,39.62,0,0,
ORD_0046548,CUST_00374,2023-08-27,2023-09-05,books,15.4,credit_card,budget,US,923,20,9,0,,,0.0,0,0,
ORD_0010804,CUST_01847,2023-07-05,2023-07-08,electronics,121.83,credit_card,budget,UK,3111,10,3,0,,,0.0,0,0,
ORD_0020965,CUST_01742,2022-01-14,2022-01-19,electronics,84.57,credit_card,regular,AU,2512,11,5,0,,,0.0,2,0,
ORD_0030033,CUST_00133,2024-09-10,2024-09-23,home,26.47,paypal,premium,CA,2059,10,13,0,,,0.0,0,0,
ORD_0005223,CUST_01086,2023-07-11,2023-07-18,clothing,79.05,apple_pay,regular,FR,642,12,7,0,,,0.0,0,0,
ORD_0000660,CUST_00188,2022-04-10,2022-04-11,home,34.64,debit_card,premium,UK,3558,10,1,0,,,0.0,1,0,
ORD_0033246,CUST_01362,2022-06-30,2022-07-10,clothing,30.03,credit_card,regular,US,2810,12,10,0,,,0.0,0,0,
ORD_0005866,CUST_00694,2023-01-13,2023-01-21,electronics,148.52,paypal,budget,US,329,10,8,0,,,0.0,0,0,
ORD_0048872,CUST_00634,2023-05-18,2023-05-26,home,40.29,credit_card,regular,US,3281,9,8,0,,,0.0,0,0,
ORD_0022986,CUST_01026,2024-04-16,2024-04-28,home,19.51,credit_card,vip,AU,3428,14,12,1,not_as_described,11.0,14.96,0,0,
ORD_0028881,CUST_01063,2023-08-28,2023-09-10,sports,64.92,debit_card,regular,CA,1411,11,13,1,changed_mind,15.0,43.25,1,0,
ORD_0047088,CUST_01469,2023-08-29,2023-09-07,clothing,103.36,credit_card,premium,AU,2023,10,9,0,,,0.0,1,0,
ORD_0026528,CUST_01214,2023-03-20,2023-03-21,home,43.71,credit_card,regular,US,272,12,1,0,,,0.0,1,0,
ORD_0009648,CUST_01815,2023-04-04,2023-04-16,beauty,49.06,paypal,budget,DE,379,12,12,0,,,0.0,0,0,
ORD_0049546,CUST_01324,2024-11-05,2024-11-15,home,161.63,debit_card,premium,US,592,9,10,1,changed_mind,25.0,103.49,1,0,
ORD_0032375,CUST_00448,2024-06-07,2024-06-19,books,16.33,paypal,regular,US,703,18,12,0,,,0.0,1,0,
ORD_0026159,CUST_01088,2023-04-22,2023-05-01,clothing,29.94,credit_card,budget,DE,634,12,9,0,,,0.0,0,0,
ORD_0011712,CUST_00339,2023-08-07,2023-08-14,clothing,83.83,credit_card,regular,IN,2491,15,7,0,,,0.0,0,0,
ORD_0027239,CUST_00380,2023-05-06,2023-05-08,electronics,251.07,credit_card,budget,CA,1560,9,2,1,defective,21.0,246.43,1,0,
ORD_0018354,CUST_00690,2023-06-10,2023-06-23,beauty,19.16,debit_card,premium,IN,2992,12,13,0,,,0.0,0,0,
ORD_0049515,CUST_01665,2023-01-19,2023-01-22,home,58.35,credit_card,regular,FR,2311,12,3,0,,,0.0,0,0,
ORD_0021725,CUST_00385,2022-10-01,2022-10-06,clothing,68.71,debit_card,premium,US,2927,13,5,0,,,0.0,0,0,
ORD_0025925,CUST_00393,2024-07-11,2024-07-18,home,220.52,apple_pay,budget,IN,168,8,7,1,not_as_described,19.0,180.16,0,0,
ORD_0041390,CUST_00424,2022-11-27,2022-12-02,home,78.52,credit_card,regular,IN,967,14,5,0,,,0.0,0,0,
